date.collected,state,town,site.id,sampler.initials,org.name,latitude,longitude,transect.direction,quadrat.no,quadrat.distance,shoot.type,quadrat.size,shoot.no,notes,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,11,31,vegetative,0.0625,10,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,12,34,vegetative,0.0625,5,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,1,1,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,2,4,reproductive,0.25,9,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,3,7,reproductive,0.25,3,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,4,10,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,5,13,reproductive,0.25,1,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,6,16,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,7,19,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,8,22,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,9,25,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,10,28,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,11,31,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,CI,IS.MR,MA Division of Marine Fisheries,42.00146,-70.64148,180,12,34,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,1,1,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,2,4,vegetative,0.0625,1,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,3,7,vegetative,0.0625,0.5,2 shoots in 1/4m2,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,4,10,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,5,13,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,6,16,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,7,19,vegetative,0.0625,2,8 shoots in 1/4m2,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,8,22,vegetative,0.0625,5,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,9,25,vegetative,0.0625,8,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,10,28,vegetative,0.0625,7,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,11,31,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,12,34,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,1,1,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,2,4,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,3,7,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,4,10,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,5,13,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,6,16,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,7,19,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,8,22,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,9,25,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,10,28,reproductive,0.25,1,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,11,31,reproductive,0.25,0,NA,,,
6/12/2024,MA,Lynn,LH,FS.MR,MA Division of Marine Fisheries,42.43701,-70.95276,330,12,34,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,1,1,vegetative,0.0625,12,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,2,4,vegetative,0.0625,16,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,3,7,vegetative,0.0625,11,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,4,10,vegetative,0.0625,14,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,5,13,vegetative,0.0625,8,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,6,16,vegetative,0.0625,10,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,7,19,vegetative,0.0625,14,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,8,22,vegetative,0.0625,10,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,9,25,vegetative,0.0625,19,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,10,28,vegetative,0.0625,9,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,11,31,vegetative,0.0625,8,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,12,34,vegetative,0.0625,6,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,1,1,reproductive,0.25,2,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,2,4,reproductive,0.25,4,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,3,7,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,4,10,reproductive,0.25,3,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,5,13,reproductive,0.25,2,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,6,16,reproductive,0.25,2,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,7,19,reproductive,0.25,2,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,8,22,reproductive,0.25,2,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,9,25,reproductive,0.25,2,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,10,28,reproductive,0.25,3,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,11,31,reproductive,0.25,1,NA,,,
6/12/2024,MA,Plymouth,PC,IS.MR,MA Division of Marine Fisheries,41.98567,-70.68233,180,12,34,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,1,1,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,2,4,vegetative,0.0625,26,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,3,7,vegetative,0.0625,21,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,4,10,vegetative,0.0625,13,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,5,13,vegetative,0.0625,1,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,6,16,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,7,19,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,8,22,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,9,25,vegetative,0.0625,37,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,10,28,vegetative,0.0625,41,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,11,31,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,12,34,vegetative,0.0625,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,1,1,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,2,4,reproductive,0.25,12,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,3,7,reproductive,0.25,21,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,4,10,reproductive,0.25,4,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,5,13,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,6,16,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,7,19,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,8,22,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,9,25,reproductive,0.25,8,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,10,28,reproductive,0.25,15,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,11,31,reproductive,0.25,0,NA,,,
6/12/2024,MA,Plymouth,SH,IS.MR,MA Division of Marine Fisheries,42.00343,-70.61506,160,12,34,reproductive,0.25,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,1,1,vegetative,0.0625,1,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,2,4,vegetative,0.0625,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,3,7,vegetative,0.0625,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,4,10,vegetative,0.0625,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,5,13,vegetative,0.0625,2,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,6,16,vegetative,0.0625,6,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,7,19,vegetative,0.0625,3,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,8,22,vegetative,0.0625,12,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,9,25,vegetative,0.0625,9,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,10,28,vegetative,0.0625,8,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,11,31,vegetative,0.0625,6,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,12,34,vegetative,0.0625,1,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,1,1,reproductive,0.25,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,2,4,reproductive,0.25,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,3,7,reproductive,0.25,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,4,10,reproductive,0.25,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,5,13,reproductive,0.25,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,6,16,reproductive,0.25,2,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,7,19,reproductive,0.25,3,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,8,22,reproductive,0.25,2,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,9,25,reproductive,0.25,2,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,10,28,reproductive,0.25,1,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,11,31,reproductive,0.25,0,NA,,,
6/17/2024,MA,Salem,AQ,FS.IS,MA Division of Marine Fisheries,42.53003,-70.85286,90,12,34,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,1,1,vegetative,0.0625,11,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,2,4,vegetative,0.0625,12,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,3,7,vegetative,0.0625,12,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,4,10,vegetative,0.0625,2,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,5,13,vegetative,0.0625,3,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,6,16,vegetative,0.0625,9,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,7,19,vegetative,0.0625,3,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,8,22,vegetative,0.0625,1,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,9,25,vegetative,0.0625,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,10,28,vegetative,0.0625,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,11,31,vegetative,0.0625,1,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,12,34,vegetative,0.0625,12,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,1,1,reproductive,0.25,2,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,2,4,reproductive,0.25,8,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,3,7,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,4,10,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,5,13,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,6,16,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,7,19,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,8,22,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,9,25,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,10,28,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,11,31,reproductive,0.25,0,NA,,,
6/17/2024,MA,Beverly,WB,FS.IS,MA Division of Marine Fisheries,42.55635,-70.80848,90,12,34,reproductive,0.25,0,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,1,1,vegetative,0.0625,20,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,2,4,vegetative,0.0625,24,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,3,7,vegetative,0.0625,15,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,4,10,vegetative,0.0625,14,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,5,13,vegetative,0.0625,16,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,6,16,vegetative,0.0625,15,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,7,19,vegetative,0.0625,23,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,8,22,vegetative,0.0625,18,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,9,25,vegetative,0.0625,20,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,10,28,vegetative,0.0625,16,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,11,31,vegetative,0.0625,18,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,12,34,vegetative,0.0625,19,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,1,1,reproductive,0.25,0,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,2,4,reproductive,0.25,1,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,3,7,reproductive,0.25,1,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,4,10,reproductive,0.25,2,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,5,13,reproductive,0.25,1,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,6,16,reproductive,0.25,2,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,7,19,reproductive,0.25,0,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,8,22,reproductive,0.25,3,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,9,25,reproductive,0.25,1,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,10,28,reproductive,0.25,3,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,11,31,reproductive,0.25,2,NA,,,
6/20/24,MA,Gloucester,NB,PC,EPA,42.59809,-70.65669,160,12,34,reproductive,0.25,1,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,1,1,vegetative,0.0625,14,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,2,4,vegetative,0.0625,9,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,3,7,vegetative,0.0625,10,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,4,10,vegetative,0.0625,12,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,5,13,vegetative,0.0625,10,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,6,16,vegetative,0.0625,14,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,7,19,vegetative,0.0625,14,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,8,22,vegetative,0.0625,11,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,9,25,vegetative,0.0625,8,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,10,28,vegetative,0.0625,15,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,11,31,vegetative,0.0625,12,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,12,34,vegetative,0.0625,9,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,1,1,reproductive,0.25,1,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,2,4,reproductive,0.25,0,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,3,7,reproductive,0.25,3,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,4,10,reproductive,0.25,0,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,5,13,reproductive,0.25,2,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,6,16,reproductive,0.25,3,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,7,19,reproductive,0.25,1,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,8,22,reproductive,0.25,4,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,9,25,reproductive,0.25,5,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,10,28,reproductive,0.25,2,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,11,31,reproductive,0.25,1,NA,,,
6/20/2024,MA,Nahant,PV,PC,EPA,42.42002,-70.91592,270,12,34,reproductive,0.25,4,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,1,1,vegetative,0.0625,20,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,2,4,vegetative,0.0625,34,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,3,7,vegetative,0.0625,23,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,4,10,vegetative,0.0625,10,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,5,13,vegetative,0.0625,22,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,6,16,vegetative,0.0625,17,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,7,19,vegetative,0.0625,10,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,8,22,vegetative,0.0625,3,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,9,25,vegetative,0.0625,3,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,10,28,vegetative,0.0625,1,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,11,31,vegetative,0.0625,8,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,12,34,vegetative,0.0625,5,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,1,1,reproductive,0.25,0,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,2,4,reproductive,0.25,1,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,3,7,reproductive,0.25,0,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,4,10,reproductive,0.25,0,NA,,,
6/25/24,MA,Plymouth,CI,FS.RK,MA Division of Marine Fisheries,42.00146,-70.64148,180,5,13,reproductive,0.25,0,NA,,,
