date.collected,state,town,site.id,sampler.initials,org.name,latitude,longitude,sea.temperature.C,quadrat.no,shoot.type,quadrat.size,shoot.no,DO mg/l,Salinity,notes,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,2,reproductive,0.25,0,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,3,reproductive,0.25,2,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,4,reproductive,0.25,2,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,5,reproductive,0.25,0,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,6,reproductive,0.25,1,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,7,reproductive,0.25,3,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,8,reproductive,0.25,3,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,1,vegetative,0.0625,26,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,2,vegetative,0.0625,33,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,3,vegetative,0.0625,33,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,4,vegetative,0.0625,13,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,5,vegetative,0.0625,17,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,6,vegetative,0.0625,23,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,7,vegetative,0.0625,34,10.15,21.53,,
6/3/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,14.3,8,vegetative,0.0625,35,10.15,21.53,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,1,reproductive,0.25,3,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,2,reproductive,0.25,0,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,3,reproductive,0.25,0,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,4,reproductive,0.25,16,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,5,reproductive,0.25,16,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,6,reproductive,0.25,4,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,7,reproductive,0.25,6,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,8,reproductive,0.25,5,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,1,vegetative,0.0625,24,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,2,vegetative,0.0625,32,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,3,vegetative,0.0625,36,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,4,vegetative,0.0625,31,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,5,vegetative,0.0625,52,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,6,vegetative,0.0625,48,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,7,vegetative,0.0625,41,13.76,29.81,,
6/10/2024,RI,Jamestown,FG,TF.SO,RI Division of Marine Fisheries,41.49342,-71.39762,19.2,8,vegetative,0.0625,31,13.76,29.81,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,1,reproductive,0.25,4,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,2,reproductive,0.25,0,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,3,reproductive,0.25,0,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,4,reproductive,0.25,6,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,5,reproductive,0.25,0,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,6,reproductive,0.25,2,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,7,reproductive,0.25,0,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,8,reproductive,0.25,0,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,1,vegetative,0.0625,36,18.5,30.4,"YSI DO reading incorrect, too high.",
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,2,vegetative,0.0625,44,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,3,vegetative,0.0625,40,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,4,vegetative,0.0625,32,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,5,vegetative,0.0625,5,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,6,vegetative,0.0625,25,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,7,vegetative,0.0625,14,18.5,30.4,,
6/18/2024,RI,Jamestown,FG,TF.HC,RI Division of Marine Fisheries,41.49342,-71.39762,22.3,8,vegetative,0.0625,40,18.5,30.4,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,1,reproductive,0.25,3,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,2,reproductive,0.25,16,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,3,reproductive,0.25,0,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,4,reproductive,0.25,6,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,5,reproductive,0.25,7,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,6,reproductive,0.25,0,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,7,reproductive,0.25,11,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,8,reproductive,0.25,0,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,1,vegetative,0.0625,48,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,2,vegetative,0.0625,39,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,3,vegetative,0.0625,21,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,4,vegetative,0.0625,19,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,5,vegetative,0.0625,19,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,6,vegetative,0.0625,24,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,7,vegetative,0.0625,4,10.78,30.51,,
6/26/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,19.8,8,vegetative,0.0625,21,10.78,30.51,,
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,1,reproductive,0.25,0,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,2,reproductive,0.25,4,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,3,reproductive,0.25,11,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,4,reproductive,0.25,3,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,5,reproductive,0.25,8,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,6,reproductive,0.25,0,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,7,reproductive,0.25,0,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,8,reproductive,0.25,1,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,1,vegetative,0.0625,34,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,2,vegetative,0.0625,23,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,3,vegetative,0.0625,28,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,4,vegetative,0.0625,17,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,5,vegetative,0.0625,38,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,6,vegetative,0.0625,28,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,7,vegetative,0.0625,24,NA,29.66,YSI instrument incorrect for DO (too high),
7/3/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,8,vegetative,0.0625,23,NA,29.66,YSI instrument incorrect for DO (too high),
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,1,reproductive,0.25,0,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,2,reproductive,0.25,3,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,3,reproductive,0.25,4,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,4,reproductive,0.25,2,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,5,reproductive,0.25,4,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,6,reproductive,0.25,2,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,7,reproductive,0.25,2,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,8,reproductive,0.25,0,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,1,vegetative,0.0625,28,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,2,vegetative,0.0625,39,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,3,vegetative,0.0625,26,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,4,vegetative,0.0625,35,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,5,vegetative,0.0625,37,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,6,vegetative,0.0625,26,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,7,vegetative,0.0625,45,8.69,30.29,,
7/10/2024,RI,Jamestown,FG,TF.EF,RI Division of Marine Fisheries,41.49342,-71.39762,22.4,8,vegetative,0.0625,33,8.69,30.29,,
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,1,reproductive,0.25,0,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,2,reproductive,0.25,0,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,3,reproductive,0.25,0,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,4,reproductive,0.25,0,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,5,reproductive,0.25,1,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,6,reproductive,0.25,0,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,7,reproductive,0.25,0,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,8,reproductive,0.25,0,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,1,vegetative,0.0625,29,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,2,vegetative,0.0625,16,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,3,vegetative,0.0625,45,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,4,vegetative,0.0625,36,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,5,vegetative,0.0625,24,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,6,vegetative,0.0625,38,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,7,vegetative,0.0625,24,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/16/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,24.8,8,vegetative,0.0625,28,11,30.56,"Found most repro shoots on outskirts of shallower eelgrass masses, more ~25 M right of buoy near sandy substrate ",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,1,reproductive,0.25,0,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,2,reproductive,0.25,0,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,3,reproductive,0.25,0,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,4,reproductive,0.25,0,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,5,reproductive,0.25,1,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,6,reproductive,0.25,0,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,7,reproductive,0.25,0,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,8,reproductive,0.25,0,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,1,vegetative,0.0625,22,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,2,vegetative,0.0625,28,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,3,vegetative,0.0625,36,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,4,vegetative,0.0625,32,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,5,vegetative,0.0625,39,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,6,vegetative,0.0625,48,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,7,vegetative,0.0625,42,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/26/2024,RI,Jamestown,FG,JM.EF,RI Division of Marine Fisheries,41.49342,-71.39762,23.8,8,vegetative,0.0625,44,8.25,30.1,"Poor visability, hard to find reproductive shoots",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,1,reproductive,0.25,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,2,reproductive,0.25,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,3,reproductive,0.25,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,4,reproductive,0.25,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,5,reproductive,0.25,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,6,reproductive,0.25,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,7,reproductive,0.25,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,8,reproductive,0.25,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,1,vegetative,0.0625,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,2,vegetative,0.0625,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,3,vegetative,0.0625,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,4,vegetative,0.0625,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,5,vegetative,0.0625,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,6,vegetative,0.0625,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,7,vegetative,0.0625,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
7/30/2024,RI,Jamestown,FG,TF.ES,RI Division of Marine Fisheries,41.49342,-71.39762,28.8,8,vegetative,0.0625,NA,7.61,30.43,"Finding a lot half pollinated, poor visability, found 7 shoots. No quads were performed, only shoots were collected.",
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,1,reproductive,0.25,0,,,#21982368 E logger dead. #21982366 W logger dead,
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,2,reproductive,0.25,0,,,#21982368 E logger dead. #21982366 W logger dead,
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,3,reproductive,0.25,0,,,#21982368 E logger dead. #21982366 W logger dead,
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,4,reproductive,0.25,0,,,#21982368 E logger dead. #21982366 W logger dead,
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,5,reproductive,0.25,0,,,#21982368 E logger dead. #21982366 W logger dead,
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,6,reproductive,0.25,0,,,#21982368 E logger dead. #21982366 W logger dead,
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,7,reproductive,0.25,0,,,#21982368 E logger dead. #21982366 W logger dead,
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,8,reproductive,0.25,0,,,#21982368 E logger dead. #21982366 W logger dead,
4/15/2025,RI,Jamestown,FG,TMF.Shelby.Joyce,RI Division of Marine Fisheries,41.49342,-71.39762,,1,vegetative,0.0625,12,,,#21982368 E logger dead. #21982366 W logger dead,
